225,Sofiane Bouarroudj,"Research Areas:\nRepresentation Theory, Mathematical Physics",science
226,Alessandro Citanna,Research Areas:\nEconomic theory; Quantitative methods; Financial economics; Macroeconomics,social-science
227,Jeffrey Jensen,Research Areas:\nComparative political economy,social-science
228,Andrea Valerio Macciò,"Research Websites:\nGalaxy Formation Group\nCenter for Astro, Particle, and Planetary Physics\nResearch Areas:\nDark Energy, Dark Matter, Galaxies, Black Holes",science
229,Taoufik Hmidi,"Research Areas:\nPartial Differential Equations, Fluid Dynamics",science
230,Samer Aouad,Research Areas:\nMaterials science; synthesis and characterization; heterogeneous catalysis; waste valorization; biofuels; catalytic reforming reactions,science
231,Niobe Way,Research Areas:\nSocial and Emotional Development of Adolescents,science
232,Bilal Orfali,"Research Areas:\nArabic and Islamic Studies, Literature, Philology",arts-and-humanities
233,John Ham,Research Areas:\nApplied microeconomics; Labor; Health; Experimental economics,social-science
234,Nadine Roth,Research Areas:\npre- and post-war Europe,arts-and-humanities
235,Yves Le Jan,"Research Areas:\nProbability Calculus, Mathematical Physics, Chance in Every Aspect",science
236,Yasir Zaki,"Research Websites:\nCommunication Networks Lab\nResearch Areas:\nCommunication Networks, Wireless Networks, Cellular Communication, Congestion Control Protocols",science
237,Miguel Syjuco,"Research Areas:\nn politics, history, inequality, cultural identity, literature, and formal experimentation",arts-and-humanities
238,Justin Stearns,"Research Websites:\nGlobal Asia Initiative\nResearch Areas:\nintersection of law, science, and theology in the pre-modern Muslim Middle East",arts-and-humanities
239,Robert Parthesius,"Research Websites:\nDhakira Center for Heritage Studies in the UAE\nFamily Business Histories\nResearch Areas:\nHeritage Studies, Maritime Archaeology",arts-and-humanities
240,Aikaterini Kyriazidou,Research Areas:\nEconometrics; Applied economics,social-science
241,Maximilian Mihm,Research Areas:\nEconomics of information and uncertainty,social-science
242,Sheetal Majithia,"Research Areas:\ntheories of modernity, globalization, comparative post-colonial literature, film, feminist, gender and sexuality studies, cultural studies, South Asian studies",arts-and-humanities
243,Rita Leal Sousa,"Research Areas:\nTunneling automation, natural threat risk assessment, soil erosion, stochastic modeling",engineering
244,Nizar Habash,"Research Websites:\nComputational Approaches to Modeling Language Lab\nResearch Areas:\nArtificial Intelligence, Natural Language Processing, Computational Linguistics, Arabic Language Processing",science
245,Bakiza Noutsi,"Research Areas:\nCellular Plasticity, Biophysical Properties of Cells, Stem Cell Engineering and Organoid Technologies",science
246,Samuel Mark Anderson,"Research Areas:\nvisual ethnography; aesthetics; politics; performance; media; postcolonial theory; violence; war; humanitarianism; West Africa (Sierra Leone, Burkina Faso); South India",arts-and-humanities
247,David Russell,"Research Websites:\nCenter for Astro, Particle, and Planetary Physics\nResearch Areas:\nBlack Holes, Neutron Stars",science
248,Chinasa Ezugha,"Research Areas:\nVoice, Identity and Culture, Glossolalia",arts-and-humanities
249,Henriette Mueller,Research Areas:\nMultilevel Governance / EU Governance; Gender and Politics; Women and Leadership; Political Leadership and Executive Politics; Mixed Methods; Regional Focus: European Union; GCC countries; international organizations,arts-and-humanities
250,Mounther Barakat,"Research Areas:\nFinancial Markets; Securities; Corporate Finance, Derivatives; Event Studies; Agency Theory; Investments",social-science
251,Wael M. Rabeh,"Research Websites:\nStructural Biology and Biophysical Chemistry Lab\nResearch Areas:\nEnzymology, Protein Structures",science
252,Fida Dankar,"Research Areas:\nData Privacy; Federated Learning; Synthetic Data, Biomedical Data Privacy",science
253,Mohamad Eid,"Research Websites:\nApplied Interactive Multimedia Laboratory\nResearch Areas:\nhaptics, multi-modal human computer interaction, gaming, biofeedback technologies",engineering
254,Alvaro Luna,Research Areas:\nComparative Literature ; Literature of Migration and Diasporic Writing; Political Humanities ; Multicultural literature and visual culture (France and the U.S.),arts-and-humanities
255,Hervé Crès,"Research Areas:\nGeneral equilibrium theory, Social choice theory, Formal political theory",social-science
256,Warren Churchill,"Research Areas:\nchildhood development, disability studies, music therapy, exceptionalities, inclusion, music philosophy, critical pedagogies",arts-and-humanities
257,Kenichiro Kamei,Research Areas:\nStem Cell Biology; Organs-on-a-Chip; Nano/microtechnology; Drug discovery; Regenerative medicine,science
258,Andrea Vial,"Research Areas:\nSocial Psychology, Gender, Stereotyping, Prejudice, Power, Workplace Culture",science
259,Jeffrey F. Timmons,Research Areas:\nPublic finance; Corporate lobbying; Economic development; Labor markets; Inequality,social-science
260,Karim Ali,Research Areas:\nProgramming languages; static analysis; security; compilers,science
261,Moumena Chaqfeh,Research Areas:\nWorld Wide Web; Vehicular Networks; Information and Communication Technologies for Development (ICTD),science
262,Dennis Shasha,"Research Areas:\nAlgorithms, Computational Biology, Data-intensive Systems, Networks, Puzzles",science
263,May Al-Dabbagh,"Research Websites:\nHaraka: Experimental Lab for Arab Art and Social Thought\nArab Center for the Study of Art\nResearch Areas:\nGender, Globalization, Gulf, Migration, Organizations, Geopolitics of Knowledge Production, Global South(s), Self Tracing.",social-science
264,Andrzej Baranski,"Research Areas:\nGame Theory, Experimental Economics",social-science
265,Ali Diabat,"Research Areas:\noptimization and operations, logistics, supply chain management, healthcare management, production planning",engineering
266,Jinan Bastaki,Research Areas:\nInternational Refugee Law; Migration; Citizenship,arts-and-humanities
267,Azza Abouzied,Research Websites:\nHuman Data Interaction Lab\nCenter for Interacting Urban Networks\nResearch Areas:\nDesigning Intuitive Data Querying Tools,science
268,Yi Fang,"Research Websites:\nMultimedia and Visual Computing Lab\nResearch Areas:\n3D Computer Vision, Multimedia Processing, Machine Learning, and Deep Learning",engineering
269,Anne Maass,Research Areas:\nlanguage and social cognition; stereotyping; psychology of economic inequality,science
270,William Zimmerle,Research Areas:\nArabian aromatics; archaeology; religion; heritage and culture; craft production,arts-and-humanities
271,Merritt Moore,"Research Areas:\nRobots, Quantum Physics, Dance",arts-and-humanities
272,Athanasios Triantafyllou,Research Areas:\nAdvanced Structural Materials; Innovative Retrofitting of Structures,engineering
273,Keith W. Ross,Research Areas:\nDeep Reinforcement Learning; Deep Learning; Artificial Intelligence,science
274,Marta Losada,"Research Areas:\nHigh Energy Physics, Elementary Particle Phenomenology and Cosmology, Experimental High Energy Physics",science
275,Dan Ohtan Wang,Research Areas:\nSynaptic organization; RNA biology; Post-transcriptional regulation,science
276,Onoso Imoagene,Research Areas:\nInternational Migration; Race and Ethnicity,social-science
277,Michael Ang,Research Areas:\nInteractive Art; Physical Computing; Installations; Public Performance,arts-and-humanities
278,Sarah Nadi,Research Areas:\nSoftware engineering; empirical software engineering; mining software repositories,science
279,Domna Banakou,Research Areas:\nimmersive virtual reality; embodiment; body ownership illusions; empathy; prosocial behavior; mental health; cognitive neuroscience; psychology,arts-and-humanities
280,Andrew Wilson Tillotson,"Research Areas:\nPhysics Education Research, Instructional Strategies",science
281,Carlos Guedes,"Research Websites:\nMusic and Sound Cultures Research Group at NYUAD\nSounds of Sir Bani Yas Island\nResearch Areas:\nanalysis and preservation of music, automatic music generation, interactive music systems",arts-and-humanities
282,John Coughlin,"Research Websites:\nFamily Business Histories\nResearch Areas:\ncomparative religion, theology, canon law, sharia law, Talmudic law, Hindu law, comparative law, jurisprudence, legal philosophy, professional responsibility, legal ethics, fundamental human rights, religious freedom, comparative constitutional law, criminal law, international law, administrative law, family law, law and religion, ecumenism, and peace studies",arts-and-humanities
283,Erin Pettigrew,"Research Areas:\n19th and 20th century West Africa, histories of Islam, race, and healing",arts-and-humanities
284,Suphan Kirmizialtin,"Research Areas:\nModern Middle East, Late Ottoman Empire, Gender Studies, Digital Humanities",arts-and-humanities
285,Azhar Zam,"Research Websites:\nLaboratory for Advanced Bio-Photonics and Imaging (LAB-π)\nResearch Areas:\nMedical Imaging; Biomedical Optics, Biomedical Spectroscopy; Optical Coherence Tomography (OCT); Photoacoustics; Optical-based Smart and Miniaturized Systems; AI-aided optical diagnostics and imaging",engineering
286,Salwa Mikdadi,Research Websites:\nArab Center for the Study of Art\nResearch Areas:\nhistory of modern and contemporary art in the Arab world,arts-and-humanities
287,Asif Equbal,"Research Areas:\nNuclear and Electron Magnetic Resonance, Photochemistry, Quantum Materials, Spin Physics",science
288,Manuel F Contreras,"Research Areas:\nVisual representation in film, visual studies, documentary film history, film distribution and markets, film festivals",arts-and-humanities
289,Anju Mary Paul,Research Areas:\nMigration; Globalization; Gender and Labor; Domestic Work; Science Policy; Care Policy,social-science
290,Hanan Salam,Research Websites:\nSocial Machines and RoboTics Lab (SMART)\nResearch Areas:\nHuman-Machine Interaction; Human-Robot Interaction; Artificial Intelligence for Mental Health; Bias in Artificial Intelligence; Automatic Human Behavior Analysis; Social Robotics; Intelligent Systems; Affective Computing,science
291,Robert Allen,"Research Websites:\nRe-Counting the Past\nResearch Areas:\nEconomic History, Technological Change, Public Policy",social-science
292,Muhammad Shafique,"Research Areas:\nBrain-inspired Computing, Embedded Machine Learning and AI, Energy-Efficient Computing, Robust Computing, Fault-Tolerant and Secure Hardware, MPSoCs, FPGAs, Embedded Systems for CPS & IoT",engineering
293,Matthew Martin,"Research Areas:\nnanomaterials, nanoparticles, synthesis, self-assembly",science
294,Eduardo Lage Otero,Research Areas:\nHispanic Studies; Multimedia Learning; Language Policy,arts-and-humanities
295,Kinga Makovi,Research Websites:\nCenter for Interacting Urban Networks (CITIES)\nResearch Areas:\nSocial networks; Political sociology; Health; Online experiments; Computational methods,social-science
296,Jaime Napier,Research Areas:\nGender; Inequality; Heteronormativity,science
297,Aurelie Dariel,"Research Areas:\nBehavioral economics, experimental economics, labor economics, gender",social-science
298,Shady Amin,"Research Websites:\nMarine Microbiomics Lab\nResearch Areas:\nChemical Ecology, Biological Oceanography, Marine Biology, Symbiosis",science
299,Maurice Pomerantz,Research Areas:\nArabic literature,arts-and-humanities
300,Alexis Gambis,"Research Websites:\nLaboratory of Experimental Cinema\nResearch Areas:\nAnimal Perspectives, Docu-Fiction, History of Science, Magical Realism, Science New Wave",arts-and-humanities
301,Kourosh Salehi-Ashtiani,"Research Websites:\nLaboratory of Algal Systems and Synthetic Biology\nCenter for Genomics and Systems Biology\nResearch Areas:\nEvolution, Phenotype-genotype Relations, Metabolism of Algae",science
302,Torsten Figueiredo Walter,Research Areas:\nDevelopment Economics,social-science
303,Tej-eddine Ghoul,"Research Websites:\nCenter for Stability, Instability, and Turbulence\nResearch Areas:\nPartial Differential Equations",science
304,Sohail Karmani,"Research Areas:\nsecond language education, applied linguistics, photography",arts-and-humanities
305,Alan Healy,"Research Websites:\nThe Healy Lab\nResearch Areas:\nChemical Biology, Natural Product Synthesis, Automated Synthesis, Drug Discovery",science
306,Sehamuddin Galadari,Research Websites:\nGaladari Lab\nResearch Areas:\nBiochemistry and Molecular Cell Biology,science
307,Abdul Noury,Research Areas:\nEuropean Union ideology; Nationality; Party systems,social-science
308,Jordan Norris,Research Areas:\nSpatial Economics; International Trade; Macroeconomics; Networks,social-science
309,Raul Santaeulalia-Llopis,"Research Areas:\nInequality, Intellectual Property Products and the Macroeconomy; Social Insurance, Resource Misallocation and Economic Growth; HIV/AIDS Epidemics and the Macroeconomy; Policy Evaluation",social-science
310,Muhammad Umair Bilal,"Research Areas:\nDocumentary Film, Visual Anthropology, Cinematography",arts-and-humanities
311,Dale Hudson,"Research Areas:\npostcolonial and transnational film and digital media; art, environmentalism, and globalization; film and visual culture in Middle East [Southwest Asia], North Africa, South Asia (MENASA [SWANASA]), especially the Gulf and Arabian Peninsula",arts-and-humanities
312,Francesco Arneodo,"Research Websites:\nAstroparticle Physics Lab\nCenter for Astro, Particle, and Planetary Physics\nResearch Areas:\nAstrophysics, Particle Physics",science
313,Joan Barceló,Research Areas:\nConflict; Terrorism; Political behavior,social-science
314,Antje Von Suchodoletz,"Research Websites:\nTeaching, Learning, and Development Lab\nResearch Areas:\nChild Development, Early Childhood Education, Caregiver-Child Interactions",science
315,Karam Fayad,"Research Areas:\nRepresentation Theory, Number Theory",science
316,Qurrat-Ul-Ain Nadeem,Research Areas:\nWireless communications; signal processing; massive MIMO; programmable metasurface applications,engineering
317,David Melcher,"Research Websites:\nPerception and Active Cognition Lab\nResearch Areas:\nCognitive Neuroscience, Perception, Attention, Working Memory, Eye Movements",science
318,Harshana Rambukwella,"Research Areas:\nLiterature, History, Nationalism, South Asia, Sociolonguistics",arts-and-humanities
319,Munira Khayyat,"Research Areas:\nWar, ecologies, resistance, Landscape, oil, theory from the south, ethnographic writing",arts-and-humanities
320,Bas Rokers,Research Websites:\nRokers Vision Laboratory\nCenter for Brain and Health\nAspire Precision Medicine Research Institute Abu Dhabi\nResearch Areas:\nVisual Perception; Motion Processing; Depth Perception; Neuroimaging; Virtual Reality,science
321,Fabio Piano,"Research Websites:\nPiano Lab\nResearch Areas:\nSystems Biology; Reproduction, Development and Metabolism; Evolution; Chemical Genetics; C. elgans and Nematodes",science
322,Kartik Sreenivasan,"Research Websites:\nSreenivasan Lab\nResearch Areas:\nShort-term Memory, Working Memory",science
323,Marzia Balzani,"Research Websites:\nGlobal Asia Initiative\nResearch Areas:\nritual and kingship in northern India, diasporic Islam in the UK and Pakistan",arts-and-humanities
324,Corinne Stokes,"Research Areas:\nArabic, Persian, and Turkish languages, linguistics, and pedagogy; music, popular culture, and social media; linguistic diversity and and language ideologies, intercultural and multilingual approaches in teaching, curriculum design",arts-and-humanities
325,Nancy W. Gleason,"Research Websites:\nHilary Ballon Center for Teaching and Learning\nResearch Areas:\nThe Future of Work and Education, Workforce Transformation, Youth Empowerment, Upskilling",social-science
326,Adam Ramey,Research Areas:\nAmerican Politics; Legislative Institutions; Political Methodology,social-science
327,Charles Siebert,"",arts-and-humanities
328,Ian Dobbs-Dixon,"Research Websites:\nCenter for Astro, Particle, and Planetary Physics\nCenter for Space Science\nResearch Areas:\nPlanetary Interiors, Atmospheric Dynamics",science
329,Jonathan Andrew Harris,Research Areas:\nInstitutions and political behavior in Africa,social-science
330,Saif Jabari,"Research Websites:\nCenter for the Interacting Urban Networks (CITIES)\nResearch Areas:\ndata analysis, theoretical traffic flow modeling",engineering
331,John O’Brien,Research Areas:\nCulture; Religion; Social identity,social-science
332,Tarek Abdoun,"",engineering
333,Milan Bogosavljevic,Research Areas:\nAutomated Optical Imaging Surveys in Astronomy,science
334,Maya Kesrouany,Research Areas:\ntwentieth- and twenty-first century cultural production from the Middle East; translation theory; aesthetics and politics; visual culture,arts-and-humanities
335,Pauline Rutsaert,Research Areas:\nIndustrial Organisation; Competition and Regulation; Industrial and Strategic Trade Policy; Innovation and R&D,social-science
336,Khalil Ramadi,Research Websites:\nLaboratory for Advanced Neuroengineering and Translational Medicine\nResearch Areas:\nNeuroengineering; Translational Medicine; Medical Devices; Drug delivery,engineering
337,Mahnaz Yousefzadeh,Research Areas:\nEarly Modern Mediterranean and Persianate worlds. Global art history. Aesthetics and Politics.,arts-and-humanities
338,David Blakeslee,Research Areas:\nPolitical economy of development,social-science
339,Sophia Soyoung Jeong,"Research Areas:\nTrust; Cooperation; Emotions; Ethics, Prosocial motivation and behaviors, Diversity",social-science
340,Mitchell Atkinson III,Research Areas:\nSocial Theory; Phenomenology; Power; Alterity,arts-and-humanities
341,Nathalie Handal,"Research Areas:\nglobal literature, poetry; flash reportage; literary travel writing; diasporic literatures, Mediterranean crossroads.",arts-and-humanities
342,Nikolaos Karathanasopoulos,Research Websites:\nApplied Computational Engineering Lab\nResearch Areas:\nStructural Mechanics; Advanced Materials and Structures; Scientific Computing,engineering
343,Ingyin Zaw,"Research Websites:\nCenter for Astro, Particle, and Planetary Physics\nResearch Areas:\nParticle Physics, Astronomy",science
344,Piia Mustamaki,"Research Areas:\ntravel narratives; gender, cultural and performance studies; Global South urbanism; cities as performance",arts-and-humanities
345,Mohamad Kassab,Research Areas:\nSoftware engineering and disruptive technologies; software architecture; blockchain; Internet of Things; software architecture; software quality,science
346,Deepak Unnikrishnan,"",arts-and-humanities
347,Michail Maniatakos,"Research Websites:\nModern Microprocessor Architectures Lab (MoMA)\nResearch Areas:\ncomputer architecture, systems security",engineering
348,Anisa Shyti,Research Areas:\nBusiness decision-making; Financial data,social-science
349,Arjun Narayanan,Research Areas:\nCondensed matter physics; Biological physics; Statistical mechanics of living systems; Bioimaging and Image analysis,science
350,Jon Sprouse,"Research Areas:\nLinguistics, Experimental Syntax",science
351,David Wrisley,"Research Areas:\nlate medieval court culture, multilingual corpora analysis, European and Mediterranean Middle Ages, digital humanities, spatial humanities, digital textual studies, location-based inquiry, participatory mapping, digitally curated landscapes, comparative literature, Francophone literature, Arabic literature, medieval love theory (Islamic and European)",arts-and-humanities
352,George Shubeita,"Research Areas:\nBiological Physics, Molecular Physics, Molecular Sensors, New Imaging Techniques",science
353,Joanna Settle,"",arts-and-humanities
354,Alia Soliman,"Research Websites:\nOn Motherhood and its Shadows, Al Mashhad المشهد Research Kitchen\nResearch Areas:\nDecolonization of curricula, ekphrasis, museum studies, visual literacy, comparative literature, visual culture, art history, history in visuals, film studies, memory studies, 20th century history",arts-and-humanities
355,Pauline Zélia Eugénie Corblet,Research Areas:\nLabor economics; education; matching theory,social-science
356,Mostafa Sabri,Research Areas:\nMathematical physics; spectral theory; quantum chaos; randomness,science
357,Farah Emad Shamout,"Research Websites:\nClinical Artificial Intelligence\nResearch Areas:\nMachine Learning, Data Science, Applications in Healthcare",engineering
358,Kevin Coffey,"Research Areas:\nphilosophy of physics, philosophy of science, philosophy of language",arts-and-humanities
359,Omima El Araby,Research Areas:\nArabic language and literature,arts-and-humanities
360,Carol Martin,"Research Areas:\nTheatre about real events, memorial, memory, ghosts, staging spectators, house museums",arts-and-humanities
361,Nadine Debbas Achkar,Research Areas:\nInternational Arbitration; Gender and Law,arts-and-humanities
362,Cecilia Cavaterra,Research Areas:\nNonlinear partial differential equations; Phase-field systems; Biological models; Degradation models in Cultural Heritage; Inverse problems.,science
363,Seungah Sarah Lee,"Research Areas:\nEntrepreneurship, organizations, public policy, higher education, Arab Gulf",social-science
364,Gregory Pardlo,"Research Areas:\nPoetry, Creative Nonfiction, Translation, African American Literature, Literary Criticism",arts-and-humanities
365,Taneli Kukkonen,"Research Areas:\nclassical Arabic philosophy, Aristotle, Plato",arts-and-humanities
366,Nikos Nikiforakis,"Research Websites:\nSocial Science Experimental Laboratory (SSEL)\nCenter for Behavioral Institutional Design (C-BID)\nResearch Areas:\nExperimental Economics, Behavioral Economics, Public Economics",social-science
367,Khulood Alawadi,Research Areas:\nHuman-centered design; ethnographic design research; women in design; forecasting for design futures.,engineering
368,Aashish Jha,"Research Websites:\nGenetic Heritage Group\nResearch Areas:\nPopulation Genetics, Microbiome, Metagenomics, ELSI, Heritage, Genomics",science
369,Eric Hamilton,Research Areas:\nInternational Relations Theory; Security Studies; US Foreign and National Security Policy; Middle East Politics and Security; Qualitative Research Methods,social-science
370,Salila Kulshreshtha,"Research Areas:\nArt and archaeology of South Asia, Religion in the Indian Ocean world, Museums and Heritage studies",arts-and-humanities
371,Tetyana Surovtseva,"Research Areas:\nLabor economics, economics of immigration, gender economics",social-science
372,Robert Kubinec,"Research Areas:\nBusiness Influence on Politics, Entrepreneurship, Bayesian Statistics, Online Survey Methodology",social-science
373,Martin Bowen-Silva,Research Areas:\nAtlantic World; Latin America; Communication and Politics; Emotions; Global Political History,arts-and-humanities
374,Simone de Colle,Research Areas:\nBusiness Ethics; Stakeholder Theory; Entrepreneurship; Responsible Capitalism.,social-science
375,Melina Platas,Research Websites:\nResearch Group in Network Science\nResearch Areas:\nComparative political and human development in sub-Saharan Africa,social-science
376,Kirsten Sadler Edepli,"Research Websites:\nSadler Edepli Lab\nResearch Areas:\nLiver Regeneration, Epigenetics, ER Stress, Cancer, Fatty Liver, Zebrafish, Mice",science
377,Goffredo Puccetti,"Research Areas:\ncorporate identity, branding, visual communications",arts-and-humanities
378,Gwyneth Bravo,"Research Areas:\nMusicology; music and politics; nationalism; exile; German aesthetic theory; 20th-century German and Czech music and opera; music and commemoration; trauma studies, media studies; visual cultures; gender",arts-and-humanities
379,Sara Niroobakhsh,"Research Areas:\nBio Art, Interactive Art, Performance Art, AR, VR",arts-and-humanities
380,Yong Rafael Song,"Research Websites:\nMicro-and Nanoscale Bioengineering Lab\nResearch Areas:\ndesign and manufacturing of MEMS devices, fluid mechanics, micro/nanofabrication",engineering
